---,PlayMode,Level,Dungeon,Difficulty,PartInformation,PartOfLevel,TitleMessage,SubtitleMessage,NumberOfGarbage,NumberOfChests,NumberOfTraps,NumberOfSpiders,PathNumberMax,PathSpreadValues,TimeToGetHungry,bWaitForEndOfTime,PlayModeOfPart,Secret0Character,Secret0Color,Secret0SubColor,Secret0SloganIndex,Secret1Character,Secret1Color,Secret1SubColor,Secret1SloganIndex
452,"PM_TEST","1","0","0","EPI_LEVEL2","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
453,"PM_TEST","1","0","0","EPI_LEVEL3","EPI_LEVEL1","NSLOCTEXT(""D5A40C8B489BD326028022B9C0C71F0F [242367234C72F7F10AA8C4A72B1656ED]"", ""ABF625654F514FAE106F00A12D603F1A"", ""Test the last part"")","NSLOCTEXT(""D5A40C8B489BD326028022B9C0C71F0F [242367234C72F7F10AA8C4A72B1656ED]"", ""260E268349366A314E6794B50960CBE1"", ""but the others, too"")","1","1","0","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
454,"PM_TEST","1","0","0","EPI_LEVEL3","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","250.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
455,"PM_TEST","1","0","0","EPI_LEVEL3","EPI_LEVEL3","","","1","1","1","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
456,"PM_TEST","1","1","0","EPI_LEVEL1","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
457,"PM_TEST","1","1","0","EPI_LEVEL2","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
458,"PM_TEST","1","1","0","EPI_LEVEL2","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
459,"PM_TEST","1","1","0","EPI_LEVEL3","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
460,"PM_TEST","1","1","0","EPI_LEVEL3","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
461,"PM_TEST","1","1","0","EPI_LEVEL3","EPI_LEVEL3","","","1","1","1","1","1","(1.000000)","200.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
462,"PM_TEST","1","2","0","EPI_LEVEL1","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
463,"PM_TEST","1","2","0","EPI_LEVEL2","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
464,"PM_TEST","1","2","0","EPI_LEVEL2","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
465,"PM_TEST","1","2","0","EPI_LEVEL3","EPI_LEVEL1","","","1","1","1","1","1","(1.000000)","300.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
466,"PM_TEST","1","2","0","EPI_LEVEL3","EPI_LEVEL2","","","1","1","1","1","1","(1.000000)","400.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
467,"PM_TEST","1","2","0","EPI_LEVEL3","EPI_LEVEL3","","","1","1","1","1","1","(1.000000)","500.000000","False","PM_DEFAULT","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0","","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","(R=0.000000,G=0.000000,B=0.000000,A=0.000000)","0"
